IP位址在中山区要不要查而已；尤其是鱼缸放毒藻已死了好几缸的鱼，前天、大前天到花莲去做庙的祭拜。一年来伤害研发者的所有设备·生灵，何辜…·如果你心爱的狗也接受如此待遇你可以接受吗？每天勤换水清缸让鱼能够活得开心长大，竟然还是进来，我有录影存证，侵入者不敢放太多的毒物，就直接把充氧的打气的管子拿掉形成虹吸原理，让鱼被吸进去卡在里面死亡，我相信这些一年来的'] 1.0 30 None 0
92 ['太上感应篇精华节录018月晦之日灶神亦然｜净空老和尚主讲'] 0.518 43 None 0
92 ['净空老法师｜师父说｜存好心，说好话，行好事，做好人万缘放下，真正做到存好心、说好话、行好事、做好人，你先把这个条件取得，西方世界都是诸上善人俱会一处，我们先要做一个上善之人，什么时候到极乐世界去都没有问题。取极乐世界是随心所欲，决定有把握，一丝毫疑惑都没有。阿难问事佛吉凶经第32集'] 0.999 43 None 0
92 ['净空老法师｜师父说｜存好心，说好话，行好事，做好人万缘放下，真正做到存好心、说好话、行好事、做好人，你先把这个条件取得，西方世界都是诸上善人俱会一处，我们先要做一个上善之人，什么时候到极乐世界去都没有问题。取极乐世界是随心所欲，决定有把握，一丝毫疑惑都没有。阿难问事佛吉凶经第32集'] 0.999 43 None 0
92 ['净空老法师｜一切法从心想生这句话非常重要释迦牟尼佛就是毘卢遮那。毘卢遮那是法身佛，名号翻成中国意思叫遍一切处。实际上遍一切时、遍一切处，无时无处不在，叫法身，它是一切万事万物的本体。我们常用电视屏幕来做比喻。法身，上面什么形相都没有，一片光明；它现相，现十法界依正庄严，所现的相无量无边，无有穷'] 0.998 43 None 0
92 ['普贤菩萨圣诞｜修普贤德行普贤行经句：咸共遵修普贤大士之德。具足无量行愿。安住一切功德法中。——《无量寿经》开示：世尊在大乘经上告诉我们，菩萨无论是出家在家，不修普贤行就不能圆成佛道。这句话非常重要，我们要想成佛就不能不修普贤大士之德。普贤大士之德跟一般菩萨之德有什么两样？实际上讲差不'] 0.984 43 None 0
92 ['普贤菩萨圣诞｜修普贤德行普贤行经句：咸共遵修普贤大士之德。具足无量行愿。安住一切功德法中。——《无量寿经》开示：世尊在大乘经上告诉我们，菩萨无论是出家在家，不修普贤行就不能圆成佛道。这句话非常重要，我们要想成佛就不能不修普贤大士之德。普贤大士之德跟一般菩萨之德有什么两样？实际上讲差不'] 0.984 43 None 0
92 ['普贤菩萨圣诞｜修普贤德行普贤行经句：咸共遵修普贤大士之德。具足无量行愿。安住一切功德法中。——《无量寿经》开示：世尊在大乘经上告诉我们，菩萨无论是出家在家，不修普贤行就不能圆成佛道。这句话非常重要，我们要想成佛就不能不修普贤大士之德。普贤大士之德跟一般菩萨之德有什么两样？实际上讲差不'] 0.984 43 None 0
92 ['净空老法师｜把我们的心变成阿弥陀佛我们修行，行是行为，起心动念是意的行为，言语，口的行为，动作，身的行为，叫身口意三业。这些行为里头都有起心动念、都有分别执著，所以造轮回业。什么时候我们六根接触六尘境界清清楚楚、明明白白，有妄想，妄想就是起心动念，有，因为我们不知道，妄想太微细，佛说了，八地才'] 1.0 43 None 0
92 ['净空老法师｜师父说｜我们这一生会不会空过？净空老法师｜师父说｜我们这一生会不会空过？世人，许许多多念佛人想求生净土，念了一辈子佛最后不能往生，什么原因？你说他不信，他挺信的，信得很虔诚。你说他没有愿，嘴皮上一天到晚挂著求生西方极乐世界。为什么去不了？夹杂。夹杂著世缘放不下！他心里面有牵挂，到临命'] 1.0 43 None 0
92 ['净空老法师｜师父说｜我们这一生会不会空过？净空老法师｜师父说｜我们这一生会不会空过？世人，许许多多念佛人想求生净土，念了一辈子佛最后不能往生，什么原因？你说他不信，他挺信的，信得很虔诚。你说他没有愿，嘴皮上一天到晚挂著求生西方极乐世界。为什么去不了？夹杂。夹杂著世缘放不下！他心里面有牵挂，到临命'] 1.0 43 None 0
92 ['太上感应篇精华节录019凡人有过大则夺纪小则夺算｜净空老和尚主讲'] 0.02 43 None 0
92 ['太上感应篇精华节录019凡人有过大则夺纪小则夺算｜净空老和尚主讲'] 0.02 43 None 0
92 ['太上感应篇精华节录019凡人有过大则夺纪小则夺算｜净空老和尚主讲'] 0.02 43 None 0
92 ['净空老法师｜念佛成佛｜不离心意识也能往生诸位要晓得，念佛也要离心意识，怎么说也要离？理一心就要离，不离心意识是事一心；换句话说，其他法门要是不离心意识是决定不能成就。我们这个法门，不离心意识也能往生，生到西方极乐世界再办这个事情，那就方便太多了，法门殊胜就在这个地方。离心意识往生西方极乐世界'] 0.995 43 None 0
92 ['净空老法师主讲：人到往生的时候为什么会有莲花'] 0.996 43 None 0
92 ['净空老法师太上感应篇节录20其过大小有数百事欲求长生者先须避之'] 0.626 43 None 0
92 ['净空老法师太上感应篇节录20其过大小有数百事欲求长生者先须避之'] 0.626 43 None 0
92 ['净空老法师｜学佛答问｜能否把幽冥界众生送到西方极乐世界？?问：我们道场有几位老师说，能把幽冥界众生送到西方极乐世界，请问是否真能做到？?答：真能，这不是假的。现在幽冥界的众生，他们念佛、听经往往比我们人还要认真，所以现在变成人不如鬼。什么原因？鬼知道灾难，所以他们很害怕；人不知道，人真是'] 0.997 43 None 0
92 ['净空老法师｜极乐世界没有退缘这个世界的逆缘很多带业往生的人最低限度要把见思惑伏住，这个意思是说起心动念全是阿弥陀佛，阿弥陀佛以外都不放在心上，心上没有，这叫清净心现前，决定取得西方极乐世界，你有把握了，你跟阿弥陀佛相应了。这个境界一般人可以做到，这是制心一处，把我们的心变成阿弥陀佛。功'] 0.999 43 None 0
92 ['净空老法师｜师父说｜万法皆空，因果不空人造善，必定得福报；人造恶，一定得灾祸。所以祸福从哪里来的？是我们自己造作的。自己造，当然还要自己受，自作自受，别人不能代替的，别人也不能够化解的；换句话说，别人也没有能力把你的福加一点，或者把你的祸减少一点，那都是不合理的讲法。阿难问事佛吉凶经第32集'] 1.0 43 None 0
92 ['净空老法师｜师父说｜确实做到这四句，决定往生我们在《观无量寿佛经》里面看到，韦提希夫人知道弥陀净土的殊胜，向释迦牟尼佛请教怎样才能往生。佛没有给她讲往生的方法，先给她讲净业三福，你就晓得净业三福重要！这个三条十一句，佛在结论上说这是三世诸佛，净业正因。三世是过去、现在、未来，一切菩萨修行'] 0.999 43 None 0
92 ['太上感应篇精华节录021是道则进非道则退｜净空老和尚主讲'] 0.456 43 None 0
92 ['太上感应篇精华节录021是道则进非道则退｜净空老和尚主讲'] 0.456 43 None 0
92 ['净空老法师｜念佛成佛｜真正信受奉行，没有消不了的业障依照佛的教训修学，就是走自性觉这一条道路。为什么这个路这么难走？那就是我们迷得太久，迷得太深，现在一下反过来不太容易，道理在此地。根利的人，善根深厚的人，他转身转得快，障碍少；善根薄的人，业障习气深重的人，他这个转就困难，业力阻挠。消业障最有'] 1.0 43 None 0
92 ['净空老法师｜用清净平等觉测验自己的功夫我们印定我们自己功夫到什么程度，从什么地方去测验自己？就这一句清净平等觉，这是绝对标准。你说我修的功夫再好，我心不清净，你什么也没成就，你依旧是凡夫。你所得的，好的，人天福报；如果说不好的，修了不少人天福报，乃至于讲经说法，但是心行里头贪瞋痴慢没有'] 0.999 43 None 0
92 ['净空老法师太上感应篇节录22不履邪径不欺暗室'] 0.806 43 None 0
92 ['净空老法师太上感应篇节录22不履邪径不欺暗室'] 0.806 43 None 0
92 ['净空老法师｜阿弥陀佛本愿威神有强大的能量心离烦恼之系缚，通达无碍，谓之自在。对于一切法的真相完全通达明了了，得大自在，这样才能够教化一切众生。也有菩萨，因为他在极乐世界，在极乐世界有什么好处？往生到极乐世界，见到阿弥陀佛，阿弥陀佛就以四十八愿最胜智慧自在威神加持你，你也是在念顷接受弥陀的'] 0.989 43 None 0
92 ['净空老法师｜师父说｜教诲必须要落实佛以讲经，每天跟大家说明，宇宙人生的大道理，宇宙人生的真相，希望每一个人逐渐逐渐能够了解，逐渐逐渐能体会，这样才把烦恼习气降伏住。降伏，必须要将世尊教诲落实，落实才能降伏，不能落实那你是解悟，你没有契入。解悟可以暂时伏住，忍耐一下，暂时伏住，一般人常讲忍耐是有'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录23积德累功慈心于物'] 0.931 43 None 0
92 ['净空老法师｜念佛成佛｜想著度众生也是夹杂我们能不能往生？这是大问题。要想往生，一定要伏烦恼。咱们断不了，要把烦恼伏住。烦恼是什么？烦恼是妄想，就是连度众生也是打妄想。你常常有度众生这个念头，说老实话，西方极乐世界去不了，度众生的愿不能没有，度众生的念头可不能有，那是个妄念。咱们一天到晚念这句'] 1.0 43 None 0
92 ['净空老法师｜师父说｜谣言止于智者古人常说：谣言止于智者。许多传话的人，你们听到了，听到的人你们就能相信，不追究这个事实，这是错误的。轻易就相信，往往我们受很大的损失。诸位同修，你们冷静的观察会观察到，最后吃亏上当是自己，还要造作许多罪业，后来的果报还不知道怎样。划不来！真正有智慧的人，这些事'] 1.0 43 None 0
92 ['净空老法师｜念佛成佛｜念佛人念念都在清净平等觉真正学道人在一切境缘当中，境是物质环境，缘是人事环境，在一切环境当中修不动心，这是佛法。无论哪一宗、无论哪一派统统都是修这个，只是修的方法不一样。我们净土宗用念佛法门这个方法来修，防止起心动念。顺境里面起一点贪心，马上阿弥陀佛，把这个念头转过来，转'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录24忠孝友悌正己化人'] 0.51 43 None 0
92 ['净空老法师｜师父说｜六和敬，从自己做起六和敬不是要求别人，是要求自己，我跟人家和睦相处，我知道怎样尊敬别人；决不是要求别人跟我和睦相处，别人怎么尊重我，不是！那你完全想错了。见和同解，建立共识；戒和同修，大家在一起住要守规矩，像佛门道场都有个常住公约；身和同住，口和无诤，意和同悦，利和'] 1.0 43 None 0
92 ['净空老法师｜念佛可以得健康长寿我们对于一切众生能不恭敬吗？敬众生原来是敬自己，是敬自己的性德。所以，遍法界虚空界跟我是什么？一体。这是所有宗教、学术都没有大乘佛法讲得这么清楚、这么明了。佛法的教育终极的目标是什么？这个一定要知道，终极是回归自性，就是禅宗所说的大彻大悟、明心见性，我们念佛法门'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录25矜孤恤寡'] 0.31 43 None 0
92 ['净空老法师｜师父说｜布施波罗蜜如何才能圆满？六度里头有自行、有化他，自行摆在第一，化他是其次；自行决定就化他，要从这个地方出发，从这里做起。六度第一个，布施。我不肯布施，教别人布施，人家会怀疑，人家不会相信。从自己本身做起，做给别人看。佛教菩萨修六波罗蜜，最主要的是度自己，你要懂得！释迦牟尼佛如何教化众生第2集2003/10/23为什么？布施的目的是度悭贪！我们烦恼里头最严重的是悭贪，所以你要晓得，布施是度悭贪的。布施度什么时候圆满？悭贪的念头断掉了，念念都能够想到一切众生的福利，绝对没有一丝毫自私自利'] 0.993 43 None 0
92 ['净空老法师｜学佛答问｜供养佛菩萨有何规矩？?问：请问供养佛菩萨的供品，应当要在中午以前上供，几点以前？晚上可不可以供？供品的品种还有何规矩？?答：这个供养是表法，佛菩萨不会吃的，这一定要知道。佛法是教育、是教学。这个供养一定要懂得在中午，日中之前，每天日中的时间都不一样，所以你要真正修也很麻烦，要找天文日历，天文台发行的天文日历告诉你，今天太阳正中是几点几分几秒，它会写得很清楚，要在这个之前。佛过午不食，过中，这不能讲过午，过中，过中不食，这是注意到这个。但是如果你要是时间宽松一点，你十一点钟供一定没问'] 0.982 43 None 0
92 ['净空老法师｜念佛成佛｜爱恋阿弥陀佛，决定往生净宗法门之巧妙，你喜欢分别、喜欢执著，把它换一个境界，你去分别阿弥陀佛三十二相八十种好，你去执著阿弥陀佛。你要是喜欢、爱恋，去爱恋阿弥陀佛，那就决定往生；你爱恋世间人，那你非搞六道轮回不可。你要把目标观念转移，我爱阿弥陀佛，我喜欢西方极乐世界，这种人决定往生。心里没有分别的，只有阿弥陀佛，天天看阿弥陀佛的像，天天念阿弥陀佛的教训，《无量寿经》、《弥陀经疏钞演义》就是西方极乐世界家书、家谱、概况的说明，你天天念这个、想这个，决定得生净土。还想别的，不管想什么人、'] 0.999 43 None 0
92 ['净空老法师｜没有任何一法能够离开常寂光而存在十亿个银河系。这是一个佛国土，于诸刹中这是一个刹，一个刹十亿。所以他在哪个地方，那个地方人希望见佛，他就现佛身而为说法。就像释迦牟尼佛一样，当时到这个地球上来示现，那个时候的印度人，印度人知道有佛、有菩萨，这些念念都想佛菩萨能出现，教化众生，释迦牟尼佛出现了。释迦牟尼佛怎么出现的？现在我们这个搞清楚了，当处出生，随处灭尽，因为法身是无所不在、无处不在、无时不在，它是常寂光。常寂光不生不灭，没有任何变化，没有生灭的现象，它就在我们面前，所以众生心想他就现。那我们'] 0.99 43 None 0
92 ['净空老法师太上感应篇节录26昆虫草木犹不可伤'] 0.217 43 None 0
92 ['净空老法师｜师父说｜何谓精进？精进，一切时、一切处、一切境缘之中，永远不会懈怠，那就是进；心一、念一、行一，那就是精；纯一而不夹杂，这叫精进，精进生定慧。释迦牟尼佛如何教化众生第2集2003/10/23信自己，相信自己的善根，这个很难得，非常不容易。‘善根’是什么？大乘经教里常说世间善根，也就是说世间所有一切善法都从这个根生的，这就善根，能够出生一切善法，这个善根就是三善根，不贪、不瞋、不痴，十善业道最后的意业，这三个根。出世间一切善根，大乘经教里佛也说，精进，精进是菩萨一切善法的大根大本。净土大经解演'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录27宜悯人之凶乐人之善济人之急救人之危'] 0.982 43 None 0
92 ['净空老法师｜学佛答问｜世出世法都要放下，为何还要求生净土？?问：老法师讲经中提到对于世出世间法都要放下。如果对佛法也要放下，为何还要念佛求生净土？?答：佛法太多了，你去看看《大藏经》那么多，叫你放下，不是叫你统统放下；学一门，一门深入，一门之外，你要放下。那你要不放下，你门门都想学，你这一生没有那个时间，也没有那个精力，你决定学不好。就像在大学念书一样，到大学念书，要把大学放下，你才会毕得了业。你学一个学系，我四年就毕业，学位就拿到。你说我大学里头有几十个学系，我统统都要把它念完，你再念四百年，你毕不了'] 0.999 43 None 0
92 ['净空老法师｜遇到净土法门不能往生福报也不可思议这个世界跟一般佛刹土不一样，即使是凡夫往生，生在同居土下下品往生，下下品是什么？造作罪业的，临命终时一心忏悔念佛往生的，带著五逆十恶，带这种罪业的，生到极乐世界见到阿弥陀佛，阿弥陀佛以四十八愿无量功德加持他，他就变成阿惟越致菩萨。阿惟越致是什么意思？圆满证得三种不退，就是法身菩萨。你看把地位一下就提升到跟佛平等了。所以净土这个法门难信，没有人肯相信！一身的罪业，在这一生当中，短短几年当中，就可以修成佛，谁能相信？八万四千法门、无量法门，每一门都要修无量劫才能'] 1.0 43 None 0
92 ['净空老法师｜师父说｜化解矛盾的方法普贤十愿。十愿是法身菩萨修的科目，究竟圆满的修学，我们虽然做不到，要知道，要与这个方向相应。菩萨虽然做到接近圆满，我们是在起步，但是方向不错，这条道路不错，那就很好。第一个礼敬诸佛。诸佛怎么讲？过去佛、现在佛、未来佛，你要知道一切众生皆是未来佛，不但一切人是未来佛，连蚊虫蚂蚁、蜎飞蠕动，所有一切动物都是未来佛，鬼神也是未来佛。释迦牟尼佛如何教化众生第2集2003/10/23平等的礼敬，普贤菩萨能做到，我们凡夫做不到。你能够礼敬，你还会有伤害吗？绝对不可能。我对于释迦牟尼'] 1.0 43 None 0
92 ['净空老法师｜念佛成佛｜这是持名念佛的真实义持名虽在初门，其实意含无尽。事一心则浅，理一心则深。你要是念到事一心不乱，这就浅；如果念到理一心不乱，那就深。可见得持名通到最深！古人不取观像、不取观想，为什么？这个相要是观成，印象深刻，相好不好？凡所有相，皆是虚妄，还要把那个印象拿掉，才能入实相；那个相要是拿不掉，不能入实相，实相无相。你才晓得观想、观像不是好方法，为什么？不能通实相。这句佛号容易丢掉，念到相当程度之后，能所双亡，就入实相。所以持名很容易契入实相，观想跟观像不容易。这是诸佛世尊特别教给我们持名'] 0.988 43 None 0
92 ['净空老法师｜迷失自性的人叫凡夫上午我看到一个碟片，报导是中国湖南少数民族有一个村庄，这村庄里面有一百多人能记得过去生中事情，多半过去生中也在这个村庄，死了又投胎又作人，现在还能回忆过去，一点都没错。这个问题科学不能解释，不但中国有，外国也有很多，所以无法解释。谁能说清楚？佛能说清楚。为什么？佛无所不知、无所不能，他晓得是真的，不是假的。而且佛不骗我们，像《华严经》上所说的一切众生皆有如来智慧德相，又说一切众生本来是佛。佛知道、清楚，我们每个人将来都会作佛，到那个时候你完全明白，现在你是凡夫不明白。凡夫跟'] 1.0 43 None 0
92 ['净空老法师｜师父说｜慈悲为本，方便为门佛法平常一般常讲慈悲为本，方便为门。慈悲是爱，这个爱里面有真诚、有清净、有平等、有正觉，这样的爱叫慈悲。所以它不是感情的，它是充满了智慧，真诚、清净、平等的爱心称为慈悲。方便，方是方法，便是便利；方便就是最适合的方法，最适合的表演，最适合的开导，这是门径。释迦牟尼佛这样教化众生，因为有方便之门，令一切众生都能够入觉正净。觉正净就是佛法，就是佛陀的教育。释迦牟尼佛如何教化众生第2集2003/10/23佛家的教学根本是慈悲，慈悲就是爱。为什么不说爱说慈悲？因为世间人要是'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录29不彰人短不衒己长'] 0.368 43 None 0
92 ['净空老法师｜成佛是不是要念很多经学很多教如果对于这个世界有贪恋，还有放不下的，那就是往生极乐世界的障缘，它障碍你，你就不能去了。彻底放下，一尘不染，知道这个世界假的。《金刚经》上说得很好，凡所有相皆是虚妄，这个相包括物质现象、精神现象、自然现象，全是假的，没有一样是真的。《金刚经》末后一首偈说得很好，一切有为法，如梦幻泡影，如露亦如电，应作如是观。这劝我们，这个世界不是真的，不但六道不是真的，十法界也不是真的。为什么？阿赖耶变现出来的，阿赖耶是个生灭法，用今天科学的术语来说，它是一种能量波动的现象。这波'] 0.991 43 None 0
92 ['净空老法师｜念佛成佛｜断一切恶、修一切善我们六根接触外面境界，还会不会起心动念？还会不会分别执著？如果起心动念分别执著，自己就要想一想，我还是凡夫，没有能力了生死、出三界。这样功夫念佛，往生是没有把握的，不能讲不可以往生，可以往生，那要看你的运气。这是带业往生，带业往生的确要看各人的因缘，在你临命终时最后那一念是不是阿弥陀佛？如果是阿弥陀佛就往生。念一生佛，到临命终时最后一念不是阿弥陀佛，那也没有法子，这一生就不能成就。所以，这是决定在缘上。既然缘这样重要，才知道佛祖教给我们断一切恶、修一切善的重要性。'] 1.0 43 None 0
92 ['净空老法师-认祖归宗靠定弥陀'] 0.98 43 None 0
92 ['净空老法师｜阿弥陀佛也念阿弥陀佛阿难是看到佛放光，光太稀有，他是佛的侍者，佛每次放光他都看到，从来没有看到今天放的这个光，这个太稀有，心里想著佛为什么放光？肯定是佛佛相念。佛佛相念是真的，不是假的，没有一尊佛不念阿弥陀佛。同样的，阿弥陀佛也念阿弥陀佛。那什么意思？原来阿弥陀佛是自性佛。阿弥陀佛这个名号可以说是一切诸佛如来共同的名号。所以念阿弥陀佛所有佛全念到了。你想想阿弥陀佛这一句怎么讲法？全是从梵文翻过来的，阿翻作无，弥陀翻作量，无量佛，无量！所以佛给我们解释无量寿、无量光，无量寿表时间，过去、现在、'] 1.0 43 None 0
92 ['净空老法师｜师父说｜树立自己的形相现在一般人心不清净，妄想、杂念、烦恼、忧虑、牵挂很多，这是病，这个东西障道。我们怎么个修法？我们修清净心，修纯净纯善的心，把一切妄想分别忧虑牵挂烦恼统统放下，那些东西与我不相干，恢复到自己心地清净这个重要。真正这样修法，修到几年之后，人家一看你，这个人一脸清秀相，看得出来你的相貌变了。你本来是很浊恶的相，现在你的心清净，你的相清净，一看到你这个人真诚清净。大方广佛华严经第674集2002/4/19现在人心不平等，总觉得自己比别人高，自己小小有一点能力，值得骄傲，完了，一'] 1.0 43 None 0
92 ['净空老法师｜往生极乐世界列祖列宗都沾光佛菩萨慈悲，永远不离开苦难众生，佛菩萨对众生的恩德超过父母，父母对子女的恩德是一世，佛菩萨生生世世。我们不觉悟，我们不成佛，他都不舍弃我们，无论在哪一道，常常追随著。所谓佛氏门中不舍一人，这个话是真的，不是假的。所以我们要明了，明了就会生感恩的心，就会勇猛精进，为什么？我不认真学习，我对不起佛菩萨，对不起父母，对不起老师。我成就了，这一家人，连列祖列宗都沾光，为什么？你往生到极乐世界，你家里面的祖宗在哪里你一眼就看到了，他现在在哪一道，你就会有缘去帮他忙，去引导他念'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录31受辱不怨受宠若惊'] 0.937 43 None 0
92 ['净空老法师｜学佛答问｜怎样超度亡者及冤亲债主最有利？?问：超度已故的亡人及冤亲债主，要以什么方法帮助他们最有利，又寺里的法师做法事是否有能力真正超拔他们？?答：这一桩事情，在清朝乾隆时候，彭际清居士是当时佛门的大德，他的著作也很多；还有一位高僧慈云灌顶法师，在家出家的都是通宗通教。而灌顶法师在《观无量寿佛经注解》里面，这注解是他作的，他说世间极重的罪业，佛法所有的经教、经忏佛事都没有办法超度的，最后还有一门能够超度；这一门是什么？念阿弥陀佛给他回向。念佛功德不可思议，超出所有一切的法门，你去读这本书就知'] 0.999 43 None 0
92 ['净空老法师｜什么是念头当中第一念言语里头第一语佛应化到这个世间来干什么，就为一桩事情，把真实之利带给大家。这个惠就是布施、就是给予，这是真正的恩惠、真实的利益。云何惠予，用什么方法来恩惠大家？唯赖弥陀愿海六字洪名。弥陀愿海是指四十八愿，四十八愿总归一句名号南无阿弥陀佛，这一句里面圆满具足四十八愿，一愿都不漏掉。四十八愿展开就是全部的《无量寿经》，《无量寿经》展开就是全部的《大方广佛华严经》，《华严经》展开就是释迦牟尼佛四十九年所说的一切经教，南无阿弥陀佛全包括了。于是我们就晓得，我们的念头什么念头最好？'] 0.999 43 None 0
92 ['净空老法师｜师父说｜学佛如何入门？佛家修行真正的功夫，第一个关口是破我执，我执破了，你就得到正觉，这是阿罗汉的果报，但是正觉是四果。初果是须陀洹，我们要注重这个初果须陀洹，须陀洹破身见，不再有这个错误的见解。把这个身看作是自己，把自己身看作我，这个见解叫身见。这一关不能突破，菩萨道你是一寸一分都入不进去，你在门外。纪念韩故馆长生西五周年追思法会2002/3/5所以，我劝导大家学佛，第一个阶段的最初方便，《楞严经》上讲要把自私自利的念头彻底放下，起心动念为一切众生，为正法久住，这就对了，你才有门可入。你要'] 0.999 43 None 0
92 ['净空老法师太上感应篇节录32施恩不求报与人不追悔'] 0.806 43 None 0
92 ['净空老法师｜学佛答问｜如何做到多一事不如少一事？?问：老法师教导我们多一事不如少一事。少一事于初学佛法的人还达不到作而不作，不作而作的程度，请问该如何对待？?答：这个多一事不如少一事，正是我们现在要做。如果你能做到作而不作，不作而作，那你同时可以做很多事情，你可以度很多众生，你能够像诸佛菩萨一样，随类化身，那就是作而不作，不作而作。我们现在没有这种功夫、没有这个智慧，我们现在就是要减轻自己的负担，要随缘不要攀缘，为什么？你事情愈少，你的专精，那个成就会非常快速。你现在事情太多了，你就做不好。在这个世间法'] 0.996 43 None 0
92 ['净空老法师｜念佛成佛｜学糊涂演【名号何非实相也。】会念佛的人是这样的心、这样的方式来念，我们听了之后，念佛不简单！像这样念佛，就是四种念佛里的实相念佛，实相念佛生实报庄严土。我们听了之后做不到，也学不到。可是，很想自己这一生当中也能达到这个境界，能不能做得到？给诸位说，人人都能做得到，只要你这一句阿弥陀佛老实念就行了。在日常生活当中，得过且过，不要跟人计较、不要分别执著。学佛好像是愈学愈笨，这是功夫得力；愈学愈聪明就坏了，聪明反被聪明误！愈学愈聪明是妄想愈多、杂念愈多、是非愈多，这就坏了，都不相应。所以'] 0.996 43 None 0
92 ['净空老法师｜师父说｜敦伦尽分自己在这个社会上适合于从事哪一项的工作，认真把自己本分的工作努力去做好，就是印光大师讲的敦伦尽分。伦是类，我是属于哪一类，我把自己这一类的工作做好，自己这一类的工作就是我们的本分，我要把本分的工作做好，与大众来配合。小团体如是，大团体也不例外，大到一个国家，都是一个道理。早餐开示1998/4/28再小到自己一个身体，我们身体许许多多器官、许许多多细胞组织，每一个器官在身体里面都有它一部分的功能，各管各的，它也密切合作，各尽自己的本分，身体才健康。如果要是乱了，彼此干扰，不尽自'] 0.999 43 None 0
92 ['净空老法师太上感应篇节录33所谓善人人皆敬之天道佑之福禄随之'] 0.998 43 None 0
92 ['净空老法师｜焉可以凡夫愚昧之分别心妄测如来圣智第五重，世尊深知此实为一切世间难信之法，故晓喻众生曰：如来觉智难量，神通无碍，定慧究畅，于法自在。世尊所说，真实不虚，万勿轻疑，但当仰信。这几句话比什么都重要，我们能信、能接受、能依教奉行，是大智慧的人、大福德的人，为什么？他这一生成佛了。不是大智慧、大福德肯定有怀疑，叫半信半疑，他不能够依教奉行。他会讲给别人听，他自己做不到，什么原因？善根福德不足。怎么样把它补足？老实念佛就补足，很快就补足。像海贤老和尚那样子，一年、二年、三年就补足。为什么？你现在真正晓'] 0.999 43 None 0
92 ['阿弥陀佛在哪里？'] 0.931 43 None 0
92 ['净空老法师太上感应篇节录34众邪远之神灵卫之所作必成神仙可冀'] 0.981 43 None 0
92 ['实施观心法门后，杂念妄想不多，比较常能保持空念和无念的状态，唯古德有云，起心动念是天魔，不起心动念是阴魔，到起不起是烦恼，有念与无念似乎相违，究竟如何才好？大概只要不执著皆可，又何谓天魔、阴魔、烦恼魔？'] 0.976 43 None 0
92 ['净空老法师｜师父说｜以报恩心去念佛我们念佛念到功夫成片，念到一心不乱，别说是你记得的这一生当中的家亲眷属超度，过去生中生生世世，你不记得，你也不认识，那些家亲眷属也得度了。我们想到这一桩事情，自己要不认真去修行，不努力去修行，怎么对得起家亲眷属？怎么对得起历代祖宗？所以我们进念佛堂以报恩心去念佛，知恩报恩。早餐开示1998/8/22这个恩德就是一个动力，推动我们认真努力精进不懈，他们在恶道里面今天没有能力，完全靠我们。明白佛法的人，懂得佛理的人，认真依教奉行，他们就得度了，他们就能够离苦。人人都懂得，人'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录35欲求天仙者当立一千三百善欲求地仙者当立三百善苟或非义而动背理而行'] 0.925 43 None 0
92 ['净空老法师｜师父说｜一切修行法门的枢纽佛在《遗教经》上说，心者，制之一处，无事不办。我们要能把心专注在一个地方，这就得定，那心的力量、效果就很不可思议。因为一心能生无量智慧、无量的德能，所以一心非常重要。把心集中在一处，就是佛法里所说的禅定、定力。一切修行法门的枢纽、纲要，都是在定力。整个佛法，归纳到最后就是戒、定、慧三大类。而这个三大类当中，定是枢纽，可见其重要性。三时系念的殊胜功德2017/6/9我们只要能把心制之一处，无事不办，事上问题都解决了。这个心给诸位说，就是妄念、就是分别、就是执著，你能把'] 1.0 43 None 0
92 ['净空老法师｜念阿弥陀佛是念自性佛不是念他佛故知真实之际，即当人之自性也。当人是我们自己，不是别人。念阿弥陀佛念谁？念自己的自性，念自己的真心，自己的真心就是阿弥陀佛。所以念佛不迷信，这个道理要懂。阿弥陀佛是我们的真心，是我们的自性，念阿弥陀佛是念自性佛，不是念他佛，他佛自佛这就是分别妄想，是一不是二。也是一切众生的自性，诸佛如来的自性，蚊虫蚂蚁的自性，饿鬼地狱的自性，同一个自性。会产生这么多的差别现象，都是迷悟浅深不一样。把迷统统放下，然后就是完全相同，常寂光就现前，能融入常寂光就是成佛。净土大经科注第'] 0.999 43 None 0
92 ['净空老法师｜师父说｜谁能超度家亲眷属？孝子要为自己过世的父母或者家亲眷属超度，要懂这个道理。请法师诵经超度自己一定要参与，为什么？自己不熟悉仪规，不会念，跟著法师一起念。谁超度？自己超度，法师只是做助缘带著你，你自己要真心忏悔，要契入境界，你超度的那个亡人真的得度、真得福。如果只把超度事情委托给几个法师，自己还在那里若无其事，这没有用处，一点感应都没有。地藏菩萨本愿经第6集1998/5你能真正发心为家亲眷属永脱恶道，你到念佛堂去念佛。这个事情是长时间事情，不是短时间，至少每一个星期去念一天，为谁念的？为'] 1.0 43 None 0
92 ['净空老法师太上感应篇节录36以恶为能忍作残害'] 0.871 43 None 0
